Country or Area,Value,Year,Item
Pacific Islands ,5.2,2022,Real GDP growth (Annual percent change)
South America,2.8,2022,Real GDP growth (Annual percent change)
South Asia,6.6,2022,Real GDP growth (Annual percent change)
Southeast Asia,5.8,2022,Real GDP growth (Annual percent change)
Sub-Saharan Africa (Region) ,3.9,2022,Real GDP growth (Annual percent change)
Western Europe,4,2022,Real GDP growth (Annual percent change)
Western Hemisphere (Region),3.5,2022,Real GDP growth (Annual percent change)
ASEAN-5,6.1,2022,Real GDP growth (Annual percent change)
Advanced economies,3.6,2022,Real GDP growth (Annual percent change)
Emerging and Developing Asia,6,2022,Real GDP growth (Annual percent change)
Emerging and Developing Europe,3.9,2022,Real GDP growth (Annual percent change)
Emerging market and developing economies,5,2022,Real GDP growth (Annual percent change)
Euro area,3.8,2022,Real GDP growth (Annual percent change)
European Union,3.9,2022,Real GDP growth (Annual percent change)
Latin America and the Caribbean,3.1,2022,Real GDP growth (Annual percent change)
Major advanced economies (G7),3.6,2022,Real GDP growth (Annual percent change)
Middle East and Central Asia,3.8,2022,Real GDP growth (Annual percent change)
Other advanced economies,3.4,2022,Real GDP growth (Annual percent change)
Sub-Saharan Africa,4,2022,Real GDP growth (Annual percent change)
World,4.4,2022,Real GDP growth (Annual percent change)
"©IMF, 2021",,2022,Real GDP growth (Annual percent change)
Afghanistan,4.5,2023,Real GDP growth (Annual percent change)
Albania,4,2023,Real GDP growth (Annual percent change)
Algeria,1.1,2023,Real GDP growth (Annual percent change)
Angola,3.5,2023,Real GDP growth (Annual percent change)
Antigua and Barbuda,6.3,2023,Real GDP growth (Annual percent change)
Argentina,2.1,2023,Real GDP growth (Annual percent change)
Armenia,5.2,2023,Real GDP growth (Annual percent change)
Aruba,7.5,2023,Real GDP growth (Annual percent change)
Australia,2.3,2023,Real GDP growth (Annual percent change)
Austria,2.3,2023,Real GDP growth (Annual percent change)
Azerbaijan,1.7,2023,Real GDP growth (Annual percent change)
"Bahamas, The",4,2023,Real GDP growth (Annual percent change)
Bahrain,3.1,2023,Real GDP growth (Annual percent change)
Bangladesh,7.3,2023,Real GDP growth (Annual percent change)
Barbados,4.8,2023,Real GDP growth (Annual percent change)
Belarus,1.2,2023,Real GDP growth (Annual percent change)
Belgium,2.1,2023,Real GDP growth (Annual percent change)
Belize,4.2,2023,Real GDP growth (Annual percent change)
Benin,6.5,2023,Real GDP growth (Annual percent change)
Bhutan,5.6,2023,Real GDP growth (Annual percent change)
Bolivia,3.8,2023,Real GDP growth (Annual percent change)
Bosnia and Herzegovina,3,2023,Real GDP growth (Annual percent change)
Botswana,4.3,2023,Real GDP growth (Annual percent change)
Brazil,2.1,2023,Real GDP growth (Annual percent change)
Brunei Darussalam,2.3,2023,Real GDP growth (Annual percent change)
Bulgaria,3.9,2023,Real GDP growth (Annual percent change)
Burkina Faso,5.6,2023,Real GDP growth (Annual percent change)
Burundi,3.7,2023,Real GDP growth (Annual percent change)
Cabo Verde,6.1,2023,Real GDP growth (Annual percent change)
Cambodia,6.3,2023,Real GDP growth (Annual percent change)
Cameroon,4.8,2023,Real GDP growth (Annual percent change)
Canada,2.2,2023,Real GDP growth (Annual percent change)
Central African Republic,5,2023,Real GDP growth (Annual percent change)
Chad,2.8,2023,Real GDP growth (Annual percent change)
Chile,2.7,2023,Real GDP growth (Annual percent change)
"China, People's Republic of",5.4,2023,Real GDP growth (Annual percent change)
Colombia,4,2023,Real GDP growth (Annual percent change)
Comoros,3.7,2023,Real GDP growth (Annual percent change)
"Congo, Dem. Rep. of the",4.9,2023,Real GDP growth (Annual percent change)
"Congo, Republic of ",5,2023,Real GDP growth (Annual percent change)
Costa Rica,3.1,2023,Real GDP growth (Annual percent change)
Croatia,4.2,2023,Real GDP growth (Annual percent change)
Cyprus,3.1,2023,Real GDP growth (Annual percent change)
Czech Republic,3.7,2023,Real GDP growth (Annual percent change)
Côte d'Ivoire,6.4,2023,Real GDP growth (Annual percent change)
Denmark,1.8,2023,Real GDP growth (Annual percent change)
Djibouti,6,2023,Real GDP growth (Annual percent change)
Dominica,3.9,2023,Real GDP growth (Annual percent change)
Dominican Republic,5,2023,Real GDP growth (Annual percent change)
Ecuador,1.7,2023,Real GDP growth (Annual percent change)
Egypt,5.6,2023,Real GDP growth (Annual percent change)
El Salvador,2.5,2023,Real GDP growth (Annual percent change)
Equatorial Guinea,-1.4,2023,Real GDP growth (Annual percent change)
Eritrea,3.8,2023,Real GDP growth (Annual percent change)
Estonia,3.5,2023,Real GDP growth (Annual percent change)
Eswatini,1.1,2023,Real GDP growth (Annual percent change)
Ethiopia,8.2,2023,Real GDP growth (Annual percent change)
Fiji,6.5,2023,Real GDP growth (Annual percent change)
Finland,1.5,2023,Real GDP growth (Annual percent change)
France,1.7,2023,Real GDP growth (Annual percent change)
Gabon,3.5,2023,Real GDP growth (Annual percent change)
"Gambia, The",7,2023,Real GDP growth (Annual percent change)
Georgia,5.5,2023,Real GDP growth (Annual percent change)
Germany,1.6,2023,Real GDP growth (Annual percent change)
Ghana,4.5,2023,Real GDP growth (Annual percent change)
Greece,2.4,2023,Real GDP growth (Annual percent change)
Grenada,5.1,2023,Real GDP growth (Annual percent change)
Guatemala,3.5,2023,Real GDP growth (Annual percent change)
Guinea,5,2023,Real GDP growth (Annual percent change)
Guinea-Bissau,5,2023,Real GDP growth (Annual percent change)
Guyana,30.6,2023,Real GDP growth (Annual percent change)
Haiti,1.1,2023,Real GDP growth (Annual percent change)
Honduras,3.5,2023,Real GDP growth (Annual percent change)
Hong Kong SAR,2.8,2023,Real GDP growth (Annual percent change)
Hungary,3.8,2023,Real GDP growth (Annual percent change)
Iceland,2.4,2023,Real GDP growth (Annual percent change)
India,6.8,2023,Real GDP growth (Annual percent change)
Indonesia,5.7,2023,Real GDP growth (Annual percent change)
Iran,2.1,2023,Real GDP growth (Annual percent change)
Iraq,6,2023,Real GDP growth (Annual percent change)
Ireland,3.7,2023,Real GDP growth (Annual percent change)
Israel,3.8,2023,Real GDP growth (Annual percent change)
Italy,1.6,2023,Real GDP growth (Annual percent change)
Jamaica,4.4,2023,Real GDP growth (Annual percent change)
Japan,1.1,2023,Real GDP growth (Annual percent change)
Jordan,3.1,2023,Real GDP growth (Annual percent change)
Kazakhstan,4.8,2023,Real GDP growth (Annual percent change)
Kenya,6.1,2023,Real GDP growth (Annual percent change)
Kiribati,2.3,2023,Real GDP growth (Annual percent change)
"Korea, Republic of",2.6,2023,Real GDP growth (Annual percent change)
Kosovo,4,2023,Real GDP growth (Annual percent change)
Kuwait,2.4,2023,Real GDP growth (Annual percent change)
Kyrgyz Republic,4.2,2023,Real GDP growth (Annual percent change)
Lao P.D.R.,5.8,2023,Real GDP growth (Annual percent change)
Latvia,3.9,2023,Real GDP growth (Annual percent change)
Lebanon,no data,2023,Real GDP growth (Annual percent change)
Lesotho,4,2023,Real GDP growth (Annual percent change)
Liberia,4.9,2023,Real GDP growth (Annual percent change)
Libya,4.9,2023,Real GDP growth (Annual percent change)
Lithuania,3.1,2023,Real GDP growth (Annual percent change)
Luxembourg,3,2023,Real GDP growth (Annual percent change)
Macao SAR,4.7,2023,Real GDP growth (Annual percent change)
Madagascar,5.4,2023,Real GDP growth (Annual percent change)
Malawi,6.5,2023,Real GDP growth (Annual percent change)
Malaysia,5.7,2023,Real GDP growth (Annual percent change)
Maldives,12.6,2023,Real GDP growth (Annual percent change)
Mali,5,2023,Real GDP growth (Annual percent change)
Malta,4.6,2023,Real GDP growth (Annual percent change)
Marshall Islands,2.5,2023,Real GDP growth (Annual percent change)
Mauritania,7.5,2023,Real GDP growth (Annual percent change)
Mauritius,4,2023,Real GDP growth (Annual percent change)
Mexico,2.1,2023,Real GDP growth (Annual percent change)
"Micronesia, Fed. States of",2,2023,Real GDP growth (Annual percent change)
Moldova,4.2,2023,Real GDP growth (Annual percent change)
Mongolia,6,2023,Real GDP growth (Annual percent change)
Montenegro,4.1,2023,Real GDP growth (Annual percent change)
Morocco,3.7,2023,Real GDP growth (Annual percent change)
Mozambique,8.7,2023,Real GDP growth (Annual percent change)
Myanmar,4.7,2023,Real GDP growth (Annual percent change)
Namibia,3,2023,Real GDP growth (Annual percent change)
Nauru,0.8,2023,Real GDP growth (Annual percent change)
Nepal,6,2023,Real GDP growth (Annual percent change)
Netherlands,1.8,2023,Real GDP growth (Annual percent change)
New Zealand,2.6,2023,Real GDP growth (Annual percent change)
Nicaragua,2,2023,Real GDP growth (Annual percent change)
Niger,11.1,2023,Real GDP growth (Annual percent change)
Nigeria,2.3,2023,Real GDP growth (Annual percent change)
North Macedonia ,3.7,2023,Real GDP growth (Annual percent change)
Norway,2.8,2023,Real GDP growth (Annual percent change)
Oman,2.7,2023,Real GDP growth (Annual percent change)
Pakistan,4.5,2023,Real GDP growth (Annual percent change)
Palau,14.1,2023,Real GDP growth (Annual percent change)
Panama,5,2023,Real GDP growth (Annual percent change)
Papua New Guinea,2.5,2023,Real GDP growth (Annual percent change)
Paraguay,4,2023,Real GDP growth (Annual percent change)
Peru,4.8,2023,Real GDP growth (Annual percent change)
Philippines,6.5,2023,Real GDP growth (Annual percent change)
Poland,4,2023,Real GDP growth (Annual percent change)
Portugal,2.5,2023,Real GDP growth (Annual percent change)
Puerto Rico,0,2023,Real GDP growth (Annual percent change)
Qatar,2.2,2023,Real GDP growth (Annual percent change)
Romania,3.8,2023,Real GDP growth (Annual percent change)
Russian Federation,2.1,2023,Real GDP growth (Annual percent change)
Rwanda,8,2023,Real GDP growth (Annual percent change)
Saint Kitts and Nevis,8,2023,Real GDP growth (Annual percent change)
Saint Lucia,3.2,2023,Real GDP growth (Annual percent change)
Saint Vincent and the Grenadines,3.3,2023,Real GDP growth (Annual percent change)
Samoa,3,2023,Real GDP growth (Annual percent change)
San Marino,1.5,2023,Real GDP growth (Annual percent change)
Saudi Arabia,2.8,2023,Real GDP growth (Annual percent change)
Senegal,11.5,2023,Real GDP growth (Annual percent change)
Serbia,4,2023,Real GDP growth (Annual percent change)
Seychelles,4.2,2023,Real GDP growth (Annual percent change)
Sierra Leone,3.8,2023,Real GDP growth (Annual percent change)
Singapore,2.7,2023,Real GDP growth (Annual percent change)
Slovak Republic,3.8,2023,Real GDP growth (Annual percent change)
Slovenia,3.6,2023,Real GDP growth (Annual percent change)
Solomon Islands,4.3,2023,Real GDP growth (Annual percent change)
Somalia,3.4,2023,Real GDP growth (Annual percent change)
South Africa,1.4,2023,Real GDP growth (Annual percent change)
"South Sudan, Republic of",5.6,2023,Real GDP growth (Annual percent change)
Spain,2.8,2023,Real GDP growth (Annual percent change)
Sri Lanka,4.1,2023,Real GDP growth (Annual percent change)
Sudan,2.6,2023,Real GDP growth (Annual percent change)
Suriname,2,2023,Real GDP growth (Annual percent change)
Sweden,2.3,2023,Real GDP growth (Annual percent change)
Switzerland,1.4,2023,Real GDP growth (Annual percent change)
Syria,no data,2023,Real GDP growth (Annual percent change)
São Tomé and Príncipe,4.2,2023,Real GDP growth (Annual percent change)
Taiwan Province of China,2.5,2023,Real GDP growth (Annual percent change)
Tajikistan,4,2023,Real GDP growth (Annual percent change)
Tanzania,4.7,2023,Real GDP growth (Annual percent change)
Thailand,3.8,2023,Real GDP growth (Annual percent change)
Timor-Leste,2.6,2023,Real GDP growth (Annual percent change)
Togo,5,2023,Real GDP growth (Annual percent change)
Tonga,3.5,2023,Real GDP growth (Annual percent change)
Trinidad and Tobago,2.1,2023,Real GDP growth (Annual percent change)
Tunisia,2,2023,Real GDP growth (Annual percent change)
Turkey,3.5,2023,Real GDP growth (Annual percent change)
Turkmenistan,3.9,2023,Real GDP growth (Annual percent change)
Tuvalu,3.8,2023,Real GDP growth (Annual percent change)
Uganda,5.5,2023,Real GDP growth (Annual percent change)
Ukraine,3.4,2023,Real GDP growth (Annual percent change)
United Arab Emirates,2.6,2023,Real GDP growth (Annual percent change)
United Kingdom,2,2023,Real GDP growth (Annual percent change)
United States,1.4,2023,Real GDP growth (Annual percent change)
Uruguay,2.7,2023,Real GDP growth (Annual percent change)
Uzbekistan,5.5,2023,Real GDP growth (Annual percent change)
Vanuatu,3.8,2023,Real GDP growth (Annual percent change)
Venezuela,no data,2023,Real GDP growth (Annual percent change)
Vietnam,6.9,2023,Real GDP growth (Annual percent change)
West Bank and Gaza,3.8,2023,Real GDP growth (Annual percent change)
Yemen,7,2023,Real GDP growth (Annual percent change)
Zambia,1.4,2023,Real GDP growth (Annual percent change)
Zimbabwe,2.5,2023,Real GDP growth (Annual percent change)
Africa (Region),4.1,2023,Real GDP growth (Annual percent change)
Asia and Pacific,5,2023,Real GDP growth (Annual percent change)
Australia and New Zealand,2.3,2023,Real GDP growth (Annual percent change)
Caribbean,8.2,2023,Real GDP growth (Annual percent change)
Central America,4,2023,Real GDP growth (Annual percent change)
Central Asia and the Caucasus,3.8,2023,Real GDP growth (Annual percent change)
East Asia,4.5,2023,Real GDP growth (Annual percent change)
Eastern Europe ,2.9,2023,Real GDP growth (Annual percent change)
Europe,2.2,2023,Real GDP growth (Annual percent change)
Middle East (Region),3,2023,Real GDP growth (Annual percent change)
North Africa,4.2,2023,Real GDP growth (Annual percent change)
North America,1.5,2023,Real GDP growth (Annual percent change)
Pacific Islands ,3.5,2023,Real GDP growth (Annual percent change)
South America,2.5,2023,Real GDP growth (Annual percent change)
South Asia,6.6,2023,Real GDP growth (Annual percent change)
Southeast Asia,5.4,2023,Real GDP growth (Annual percent change)
Sub-Saharan Africa (Region) ,4,2023,Real GDP growth (Annual percent change)
Western Europe,1.9,2023,Real GDP growth (Annual percent change)
Western Hemisphere (Region),1.8,2023,Real GDP growth (Annual percent change)
ASEAN-5,5.7,2023,Real GDP growth (Annual percent change)
Advanced economies,1.8,2023,Real GDP growth (Annual percent change)
Emerging and Developing Asia,5.8,2023,Real GDP growth (Annual percent change)
Emerging and Developing Europe,3,2023,Real GDP growth (Annual percent change)
Emerging market and developing economies,4.7,2023,Real GDP growth (Annual percent change)
Euro area,1.9,2023,Real GDP growth (Annual percent change)
European Union,2.3,2023,Real GDP growth (Annual percent change)
Latin America and the Caribbean,2.7,2023,Real GDP growth (Annual percent change)
Major advanced economies (G7),1.5,2023,Real GDP growth (Annual percent change)
Middle East and Central Asia,3.6,2023,Real GDP growth (Annual percent change)
Other advanced economies,2.5,2023,Real GDP growth (Annual percent change)
Sub-Saharan Africa,4.1,2023,Real GDP growth (Annual percent change)
World,3.5,2023,Real GDP growth (Annual percent change)
"©IMF, 2021",,2023,Real GDP growth (Annual percent change)
Afghanistan,4,2024,Real GDP growth (Annual percent change)
Albania,3.5,2024,Real GDP growth (Annual percent change)
Algeria,1,2024,Real GDP growth (Annual percent change)
Angola,3.8,2024,Real GDP growth (Annual percent change)
Antigua and Barbuda,5.9,2024,Real GDP growth (Annual percent change)
Argentina,1.7,2024,Real GDP growth (Annual percent change)
Armenia,4.7,2024,Real GDP growth (Annual percent change)
Aruba,6.3,2024,Real GDP growth (Annual percent change)
Australia,2.3,2024,Real GDP growth (Annual percent change)
Austria,2,2024,Real GDP growth (Annual percent change)
Azerbaijan,1.7,2024,Real GDP growth (Annual percent change)
"Bahamas, The",3.5,2024,Real GDP growth (Annual percent change)
Bahrain,3.1,2024,Real GDP growth (Annual percent change)
Bangladesh,7.3,2024,Real GDP growth (Annual percent change)
Barbados,2.7,2024,Real GDP growth (Annual percent change)
Belarus,2.2,2024,Real GDP growth (Annual percent change)
Belgium,1.6,2024,Real GDP growth (Annual percent change)
Belize,2,2024,Real GDP growth (Annual percent change)
Benin,6.5,2024,Real GDP growth (Annual percent change)
Bhutan,7.6,2024,Real GDP growth (Annual percent change)
Bolivia,3.7,2024,Real GDP growth (Annual percent change)
Bosnia and Herzegovina,3,2024,Real GDP growth (Annual percent change)
Botswana,3.9,2024,Real GDP growth (Annual percent change)
Brazil,2,2024,Real GDP growth (Annual percent change)
Brunei Darussalam,2.1,2024,Real GDP growth (Annual percent change)
Bulgaria,3.2,2024,Real GDP growth (Annual percent change)
Burkina Faso,5.6,2024,Real GDP growth (Annual percent change)
Burundi,3.7,2024,Real GDP growth (Annual percent change)
Cabo Verde,6.1,2024,Real GDP growth (Annual percent change)
Cambodia,6.6,2024,Real GDP growth (Annual percent change)
Cameroon,5.4,2024,Real GDP growth (Annual percent change)
Canada,1.4,2024,Real GDP growth (Annual percent change)
Central African Republic,5,2024,Real GDP growth (Annual percent change)
Chad,4.5,2024,Real GDP growth (Annual percent change)
Chile,2.5,2024,Real GDP growth (Annual percent change)
"China, People's Republic of",5.3,2024,Real GDP growth (Annual percent change)
Colombia,3.8,2024,Real GDP growth (Annual percent change)
Comoros,3.8,2024,Real GDP growth (Annual percent change)
"Congo, Dem. Rep. of the",5.2,2024,Real GDP growth (Annual percent change)
"Congo, Republic of ",2,2024,Real GDP growth (Annual percent change)
Costa Rica,3.1,2024,Real GDP growth (Annual percent change)
Croatia,3.5,2024,Real GDP growth (Annual percent change)
Cyprus,2.8,2024,Real GDP growth (Annual percent change)
Czech Republic,3.2,2024,Real GDP growth (Annual percent change)
Côte d'Ivoire,6.3,2024,Real GDP growth (Annual percent change)
Denmark,1.8,2024,Real GDP growth (Annual percent change)
Djibouti,6,2024,Real GDP growth (Annual percent change)
Dominica,2.9,2024,Real GDP growth (Annual percent change)
Dominican Republic,5,2024,Real GDP growth (Annual percent change)
Ecuador,2,2024,Real GDP growth (Annual percent change)
Egypt,5.6,2024,Real GDP growth (Annual percent change)
El Salvador,2.3,2024,Real GDP growth (Annual percent change)
Equatorial Guinea,-1.4,2024,Real GDP growth (Annual percent change)
Eritrea,3.9,2024,Real GDP growth (Annual percent change)
Estonia,3.2,2024,Real GDP growth (Annual percent change)
Eswatini,2,2024,Real GDP growth (Annual percent change)
Ethiopia,8,2024,Real GDP growth (Annual percent change)
Fiji,4.8,2024,Real GDP growth (Annual percent change)
Finland,1.3,2024,Real GDP growth (Annual percent change)
France,1.5,2024,Real GDP growth (Annual percent change)
Gabon,3.6,2024,Real GDP growth (Annual percent change)
"Gambia, The",6.5,2024,Real GDP growth (Annual percent change)
Georgia,5.2,2024,Real GDP growth (Annual percent change)
Germany,1.5,2024,Real GDP growth (Annual percent change)
Ghana,4.4,2024,Real GDP growth (Annual percent change)
Greece,1.5,2024,Real GDP growth (Annual percent change)
Grenada,3.6,2024,Real GDP growth (Annual percent change)
Guatemala,3.5,2024,Real GDP growth (Annual percent change)
Guinea,5,2024,Real GDP growth (Annual percent change)
Guinea-Bissau,5,2024,Real GDP growth (Annual percent change)
Guyana,2.9,2024,Real GDP growth (Annual percent change)
Haiti,1.2,2024,Real GDP growth (Annual percent change)
Honduras,3.6,2024,Real GDP growth (Annual percent change)
Hong Kong SAR,2.8,2024,Real GDP growth (Annual percent change)
Hungary,3.2,2024,Real GDP growth (Annual percent change)
Iceland,2.4,2024,Real GDP growth (Annual percent change)
India,6.7,2024,Real GDP growth (Annual percent change)
Indonesia,5.4,2024,Real GDP growth (Annual percent change)
Iran,2.1,2024,Real GDP growth (Annual percent change)
Iraq,4.4,2024,Real GDP growth (Annual percent change)
Ireland,2.8,2024,Real GDP growth (Annual percent change)
Israel,3.5,2024,Real GDP growth (Annual percent change)
Italy,0.9,2024,Real GDP growth (Annual percent change)
Jamaica,3,2024,Real GDP growth (Annual percent change)
Japan,0.7,2024,Real GDP growth (Annual percent change)
Jordan,3.3,2024,Real GDP growth (Annual percent change)
Kazakhstan,3.5,2024,Real GDP growth (Annual percent change)
Kenya,6.1,2024,Real GDP growth (Annual percent change)
Kiribati,2.1,2024,Real GDP growth (Annual percent change)
"Korea, Republic of",2.4,2024,Real GDP growth (Annual percent change)
Kosovo,4,2024,Real GDP growth (Annual percent change)
Kuwait,2.4,2024,Real GDP growth (Annual percent change)
Kyrgyz Republic,4.1,2024,Real GDP growth (Annual percent change)
Lao P.D.R.,5.8,2024,Real GDP growth (Annual percent change)
Latvia,3.2,2024,Real GDP growth (Annual percent change)
Lebanon,no data,2024,Real GDP growth (Annual percent change)
Lesotho,1.7,2024,Real GDP growth (Annual percent change)
Liberia,5.7,2024,Real GDP growth (Annual percent change)
Libya,0.7,2024,Real GDP growth (Annual percent change)
Lithuania,2.7,2024,Real GDP growth (Annual percent change)
Luxembourg,2.7,2024,Real GDP growth (Annual percent change)
Macao SAR,4,2024,Real GDP growth (Annual percent change)
Madagascar,5.2,2024,Real GDP growth (Annual percent change)
Malawi,6.3,2024,Real GDP growth (Annual percent change)
Malaysia,5.3,2024,Real GDP growth (Annual percent change)
Maldives,6.3,2024,Real GDP growth (Annual percent change)
Mali,5,2024,Real GDP growth (Annual percent change)
Malta,4.5,2024,Real GDP growth (Annual percent change)
Marshall Islands,2,2024,Real GDP growth (Annual percent change)
Mauritania,4.7,2024,Real GDP growth (Annual percent change)
Mauritius,3.5,2024,Real GDP growth (Annual percent change)
Mexico,2,2024,Real GDP growth (Annual percent change)
"Micronesia, Fed. States of",0.6,2024,Real GDP growth (Annual percent change)
Moldova,4.2,2024,Real GDP growth (Annual percent change)
Mongolia,5,2024,Real GDP growth (Annual percent change)
Montenegro,3.2,2024,Real GDP growth (Annual percent change)
Morocco,3.6,2024,Real GDP growth (Annual percent change)
Mozambique,11.1,2024,Real GDP growth (Annual percent change)
Myanmar,5,2024,Real GDP growth (Annual percent change)
Namibia,2.5,2024,Real GDP growth (Annual percent change)
Nauru,0.6,2024,Real GDP growth (Annual percent change)
Nepal,5.4,2024,Real GDP growth (Annual percent change)
Netherlands,1.6,2024,Real GDP growth (Annual percent change)
New Zealand,2.5,2024,Real GDP growth (Annual percent change)
Nicaragua,1.8,2024,Real GDP growth (Annual percent change)
Niger,6.6,2024,Real GDP growth (Annual percent change)
Nigeria,2.3,2024,Real GDP growth (Annual percent change)
North Macedonia ,3.5,2024,Real GDP growth (Annual percent change)
Norway,2.1,2024,Real GDP growth (Annual percent change)
Oman,2.2,2024,Real GDP growth (Annual percent change)
Pakistan,5,2024,Real GDP growth (Annual percent change)
Palau,1.8,2024,Real GDP growth (Annual percent change)
Panama,5,2024,Real GDP growth (Annual percent change)
Papua New Guinea,2.6,2024,Real GDP growth (Annual percent change)
Paraguay,3.5,2024,Real GDP growth (Annual percent change)
Peru,3.4,2024,Real GDP growth (Annual percent change)
Philippines,6.5,2024,Real GDP growth (Annual percent change)
Poland,3,2024,Real GDP growth (Annual percent change)
Portugal,2.3,2024,Real GDP growth (Annual percent change)
Puerto Rico,-0.3,2024,Real GDP growth (Annual percent change)
Qatar,1.8,2024,Real GDP growth (Annual percent change)
Romania,3.7,2024,Real GDP growth (Annual percent change)
Russian Federation,1.8,2024,Real GDP growth (Annual percent change)
Rwanda,7.5,2024,Real GDP growth (Annual percent change)
Saint Kitts and Nevis,5.5,2024,Real GDP growth (Annual percent change)
Saint Lucia,2.4,2024,Real GDP growth (Annual percent change)
Saint Vincent and the Grenadines,3.1,2024,Real GDP growth (Annual percent change)
Samoa,3.5,2024,Real GDP growth (Annual percent change)
San Marino,1.1,2024,Real GDP growth (Annual percent change)
Saudi Arabia,2.8,2024,Real GDP growth (Annual percent change)
Senegal,8.6,2024,Real GDP growth (Annual percent change)
Serbia,4,2024,Real GDP growth (Annual percent change)
Seychelles,3.8,2024,Real GDP growth (Annual percent change)
Sierra Leone,5,2024,Real GDP growth (Annual percent change)
Singapore,2.6,2024,Real GDP growth (Annual percent change)
Slovak Republic,3.1,2024,Real GDP growth (Annual percent change)
Slovenia,3.1,2024,Real GDP growth (Annual percent change)
Solomon Islands,3.3,2024,Real GDP growth (Annual percent change)
Somalia,3.6,2024,Real GDP growth (Annual percent change)
South Africa,1.3,2024,Real GDP growth (Annual percent change)
"South Sudan, Republic of",4.6,2024,Real GDP growth (Annual percent change)
Spain,2.4,2024,Real GDP growth (Annual percent change)
Sri Lanka,4.2,2024,Real GDP growth (Annual percent change)
Sudan,3.6,2024,Real GDP growth (Annual percent change)
Suriname,1.7,2024,Real GDP growth (Annual percent change)
Sweden,2.1,2024,Real GDP growth (Annual percent change)
Switzerland,1.8,2024,Real GDP growth (Annual percent change)
Syria,no data,2024,Real GDP growth (Annual percent change)
São Tomé and Príncipe,4.5,2024,Real GDP growth (Annual percent change)
Taiwan Province of China,2.3,2024,Real GDP growth (Annual percent change)
Tajikistan,4,2024,Real GDP growth (Annual percent change)
Tanzania,5,2024,Real GDP growth (Annual percent change)
Thailand,3.5,2024,Real GDP growth (Annual percent change)
Timor-Leste,2,2024,Real GDP growth (Annual percent change)
Togo,5.5,2024,Real GDP growth (Annual percent change)
Tonga,3,2024,Real GDP growth (Annual percent change)
Trinidad and Tobago,1.5,2024,Real GDP growth (Annual percent change)
Tunisia,1.8,2024,Real GDP growth (Annual percent change)
Turkey,3.5,2024,Real GDP growth (Annual percent change)
Turkmenistan,3.9,2024,Real GDP growth (Annual percent change)
Tuvalu,4,2024,Real GDP growth (Annual percent change)
Uganda,6.5,2024,Real GDP growth (Annual percent change)
Ukraine,3.8,2024,Real GDP growth (Annual percent change)
United Arab Emirates,2.6,2024,Real GDP growth (Annual percent change)
United Kingdom,1.8,2024,Real GDP growth (Annual percent change)
United States,1.5,2024,Real GDP growth (Annual percent change)
Uruguay,2.6,2024,Real GDP growth (Annual percent change)
Uzbekistan,5.5,2024,Real GDP growth (Annual percent change)
Vanuatu,3.2,2024,Real GDP growth (Annual percent change)
Venezuela,no data,2024,Real GDP growth (Annual percent change)
Vietnam,6.8,2024,Real GDP growth (Annual percent change)
West Bank and Gaza,2.4,2024,Real GDP growth (Annual percent change)
Yemen,6.5,2024,Real GDP growth (Annual percent change)
Zambia,1.6,2024,Real GDP growth (Annual percent change)
Zimbabwe,2.5,2024,Real GDP growth (Annual percent change)
Africa (Region),4.1,2024,Real GDP growth (Annual percent change)
Asia and Pacific,4.8,2024,Real GDP growth (Annual percent change)
Australia and New Zealand,2.3,2024,Real GDP growth (Annual percent change)
Caribbean,2.4,2024,Real GDP growth (Annual percent change)
Central America,4,2024,Real GDP growth (Annual percent change)
Central Asia and the Caucasus,3.7,2024,Real GDP growth (Annual percent change)
East Asia,4.3,2024,Real GDP growth (Annual percent change)
Eastern Europe ,2.6,2024,Real GDP growth (Annual percent change)
Europe,1.9,2024,Real GDP growth (Annual percent change)
Middle East (Region),2.8,2024,Real GDP growth (Annual percent change)
North Africa,4.1,2024,Real GDP growth (Annual percent change)
North America,1.5,2024,Real GDP growth (Annual percent change)
Pacific Islands ,3.2,2024,Real GDP growth (Annual percent change)
South America,2.3,2024,Real GDP growth (Annual percent change)
South Asia,6.5,2024,Real GDP growth (Annual percent change)
Southeast Asia,5.2,2024,Real GDP growth (Annual percent change)
Sub-Saharan Africa (Region) ,4.1,2024,Real GDP growth (Annual percent change)
Western Europe,1.7,2024,Real GDP growth (Annual percent change)
Western Hemisphere (Region),1.7,2024,Real GDP growth (Annual percent change)
ASEAN-5,5.4,2024,Real GDP growth (Annual percent change)
Advanced economies,1.6,2024,Real GDP growth (Annual percent change)
Emerging and Developing Asia,5.7,2024,Real GDP growth (Annual percent change)
Emerging and Developing Europe,2.8,2024,Real GDP growth (Annual percent change)
Emerging market and developing economies,4.6,2024,Real GDP growth (Annual percent change)
Euro area,1.6,2024,Real GDP growth (Annual percent change)
European Union,1.9,2024,Real GDP growth (Annual percent change)
Latin America and the Caribbean,2.4,2024,Real GDP growth (Annual percent change)
Major advanced economies (G7),1.4,2024,Real GDP growth (Annual percent change)
Middle East and Central Asia,3.5,2024,Real GDP growth (Annual percent change)
Other advanced economies,2.4,2024,Real GDP growth (Annual percent change)
Sub-Saharan Africa,4.1,2024,Real GDP growth (Annual percent change)
World,3.4,2024,Real GDP growth (Annual percent change)
"©IMF, 2021",,2024,Real GDP growth (Annual percent change)
Afghanistan,4,2025,Real GDP growth (Annual percent change)
